"","dog","no.days","date","day","time","longitude","latitude","height","fix.type","fix.status","gps.flag","gps.noise","time.to.fix","date.2nd","day.2nd","time.2nd","batt","temp","speed","heading","speed.inaccuracy","heading.inaccuracy"
"1","GPS",4888,"21.7.2020","Tu","01:02:00",103.7524547,1.3906913,18.3,3,"A",1,107,16,"21.7.2020","Tu","01:02:17",3668,18,0.1,147.46,1,22.53
"2","GPS",4888,"21.7.2020","Tu","01:03:01",103.7524929,1.3906046,29.1,3,"A",1,105,9,"21.7.2020","Tu","01:03:11",3623,18,0.13,144.83,1.15,17.66
"3","GPS",4888,"21.7.2020","Tu","01:04:00",103.7525253,1.3905735,30.5,3,"A",1,105,10,"21.7.2020","Tu","01:04:11",3620,18,0.23,319.82,1.04,16.64
"4","GPS",4888,"21.7.2020","Tu","01:05:01",103.7524772,1.3906744,21.3,3,"A",1,105,9,"21.7.2020","Tu","01:05:11",3618,18,0.06,147.46,0.4,15.87
"5","GPS",4888,"21.7.2020","Tu","01:06:01",103.752471,1.3907199,18.1,3,"A",1,105,9,"21.7.2020","Tu","01:06:10",3615,18,0.09,325.71,0.59,14.85
"6","GPS",4888,"21.7.2020","Tu","01:07:00",103.7524697,1.3906549,23.5,3,"A",1,105,11,"21.7.2020","Tu","01:07:12",3615,18,0.1,0,0.77,15.62
"7","GPS",4888,"21.7.2020","Tu","01:08:01",103.7524609,1.3907568,12.6,3,"A",1,105,11,"21.7.2020","Tu","01:08:13",3613,18,0.47,330.3,1.94,31.23
"8","GPS",4888,"21.7.2020","Tu","01:09:00",103.7524919,1.3906695,30.3,3,"A",1,105,11,"21.7.2020","Tu","01:09:12",3610,19,0.07,146.8,0.53,11.01
"9","GPS",4888,"21.7.2020","Tu","01:10:01",103.7525823,1.3908106,29.5,3,"A",1,105,9,"21.7.2020","Tu","01:10:11",3613,18,0.48,0,1.42,14.59
"10","GPS",4888,"21.7.2020","Tu","01:11:00",103.7526887,1.3908495,44.7,3,"A",1,114,25,"21.7.2020","Tu","01:11:26",3613,18,0.09,0,0.61,12.29
"11","GPS",4888,"21.7.2020","Tu","01:12:01",103.7525832,1.3908593,40.6,3,"A",1,106,12,"21.7.2020","Tu","01:12:13",3598,19,0.02,64.23,1.53,10.24
"12","GPS",4888,"21.7.2020","Tu","01:13:01",0,0,0,0,"B",1,103,17,"21.7.2020","Tu","01:13:19",3607,19,0,0,300,10000
"13","GPS",4888,"21.7.2020","Tu","01:14:00",103.7525302,1.3907681,23.2,3,"A",1,110,12,"21.7.2020","Tu","01:14:13",3604,19,0.51,162.53,0.78,9.22
"14","GPS",4888,"21.7.2020","Tu","01:15:01",103.7524096,1.3906428,24.2,3,"A",1,110,5,"21.7.2020","Tu","01:15:07",3608,19,0.07,0,0.49,14.59
"15","GPS",4888,"21.7.2020","Tu","01:16:00",103.75253,1.3905552,18.5,3,"A",1,124,5,"21.7.2020","Tu","01:16:06",3615,20,1.24,142.87,0.28,6.14
"16","GPS",4888,"21.7.2020","Tu","01:17:01",103.7527351,1.3899134,23,3,"A",1,115,6,"21.7.2020","Tu","01:17:07",3619,20,1.42,159.25,0.64,7.94
"17","GPS",4888,"21.7.2020","Tu","01:18:00",103.7529769,1.3895249,16.8,3,"A",1,107,9,"21.7.2020","Tu","01:18:10",3618,20,0.97,60.29,0.51,5.89
"18","GPS",4888,"21.7.2020","Tu","01:19:01",103.7529927,1.3902046,27.8,3,"A",1,108,7,"21.7.2020","Tu","01:19:09",3615,20,1.15,1.31,0.62,16.38
"19","GPS",4888,"21.7.2020","Tu","01:20:00",103.7529622,1.3903517,22.4,3,"A",1,107,10,"21.7.2020","Tu","01:20:11",3615,20,0.12,0,0.7,17.92
"20","GPS",4888,"21.7.2020","Tu","01:21:01",103.752923,1.3903256,20.4,3,"A",1,106,6,"21.7.2020","Tu","01:21:07",3614,21,1.12,285.74,0.93,23.55
"21","GPS",4888,"21.7.2020","Tu","01:22:00",103.753058,1.3903104,23.1,3,"A",1,106,10,"21.7.2020","Tu","01:22:11",3618,21,0.1,0,0.35,15.36
"22","GPS",4888,"21.7.2020","Tu","01:23:01",103.752773,1.3904239,-5.1,3,"A",1,105,11,"21.7.2020","Tu","01:23:13",3615,21,0.19,0,0.92,32.51
"23","GPS",4888,"21.7.2020","Tu","01:24:01",103.7528942,1.3907895,21.9,3,"A",1,105,10,"21.7.2020","Tu","01:24:12",3613,22,0.49,251,0.66,18.18
"24","GPS",4888,"21.7.2020","Tu","01:25:00",103.7527259,1.3914082,17.5,3,"A",1,105,7,"21.7.2020","Tu","01:25:08",3614,22,1.19,346.03,0.43,13.82
"25","GPS",4888,"21.7.2020","Tu","01:26:01",103.7526445,1.3921385,20.2,3,"A",1,107,11,"21.7.2020","Tu","01:26:13",3618,22,1.26,2.62,0.68,19.71
"26","GPS",4888,"21.7.2020","Tu","01:27:00",103.7526956,1.3923208,34.8,3,"A",1,106,9,"21.7.2020","Tu","01:27:10",3613,22,0.13,60.95,0.55,11.78
"27","GPS",4888,"21.7.2020","Tu","01:28:01",103.7525881,1.392344,13,3,"A",1,105,10,"21.7.2020","Tu","01:28:12",3615,22,0.16,0,0.91,15.62
"28","GPS",4888,"21.7.2020","Tu","01:29:00",103.7527109,1.3923315,37.8,3,"A",1,105,9,"21.7.2020","Tu","01:29:10",3615,22,0.17,232,1.18,22.78
"29","GPS",4888,"21.7.2020","Tu","01:30:01",103.7526884,1.3923326,29.9,3,"A",1,107,4,"21.7.2020","Tu","01:30:06",3616,22,0.37,309.33,0.61,14.85
"30","GPS",4888,"21.7.2020","Tu","01:31:01",103.7526297,1.3924429,20.8,3,"A",1,108,10,"21.7.2020","Tu","01:31:12",3620,22,1.56,322.44,1.01,14.59
"31","GPS",4888,"21.7.2020","Tu","01:32:01",103.7524525,1.3931695,21.5,3,"A",1,108,10,"21.7.2020","Tu","01:32:12",3615,22,0.8,0,1.07,25.6
"32","GPS",4888,"21.7.2020","Tu","01:33:01",103.7523657,1.393757,20.2,3,"A",1,107,8,"21.7.2020","Tu","01:33:09",3615,23,0.55,355.21,0.54,9.98
"33","GPS",4888,"21.7.2020","Tu","01:34:00",103.7524111,1.3937369,17.6,3,"A",1,108,9,"21.7.2020","Tu","01:34:10",3619,22,1.01,193.99,0.34,5.89
"34","GPS",4888,"21.7.2020","Tu","01:34:31",103.7523253,1.3936581,15.3,3,"A",1,106,6,"21.7.2020","Tu","01:34:38",3625,23,0.24,196.61,0.75,12.29
"35","GPS",4888,"21.7.2020","Tu","01:35:01",103.7524023,1.3936367,31.7,3,"A",1,106,6,"21.7.2020","Tu","01:35:08",3608,23,0.28,0,1.21,13.31
"36","GPS",4888,"21.7.2020","Tu","01:35:31",103.7524106,1.3936497,26.9,3,"A",1,107,6,"21.7.2020","Tu","01:35:37",3605,23,0.07,0,0.65,11.26
"37","GPS",4888,"21.7.2020","Tu","01:36:01",103.7523598,1.3936626,11.7,3,"A",1,106,4,"21.7.2020","Tu","01:36:06",3608,23,0.29,290.98,0.68,15.1
"38","GPS",4888,"21.7.2020","Tu","01:36:30",103.7524,1.3936447,16.2,3,"A",1,111,7,"21.7.2020","Tu","01:36:37",3608,23,0.06,248.38,0.61,7.68
"39","GPS",4888,"21.7.2020","Tu","01:37:01",103.7523463,1.3936169,14,3,"A",1,104,8,"21.7.2020","Tu","01:37:09",3608,23,0.36,0,0.62,8.96
"40","GPS",4888,"21.7.2020","Tu","01:38:00",103.7524004,1.3936415,25.2,3,"A",1,105,5,"21.7.2020","Tu","01:38:06",3615,22,0.15,0,0.6,8.45
"41","GPS",4888,"21.7.2020","Tu","01:39:01",103.7524913,1.3933977,19.6,3,"A",1,106,4,"21.7.2020","Tu","01:39:06",3623,23,1.01,186.12,0.58,8.96
"42","GPS",4888,"21.7.2020","Tu","01:40:00",103.7526003,1.3926906,20.5,3,"A",1,107,7,"21.7.2020","Tu","01:40:07",3623,23,1.1,180.88,0.35,7.17
"43","GPS",4888,"21.7.2020","Tu","01:41:00",103.7527389,1.3919709,27.1,3,"A",1,108,7,"21.7.2020","Tu","01:41:08",3623,23,0.89,161.22,0.63,12.03
"44","GPS",4888,"21.7.2020","Tu","01:42:01",103.752341,1.391415,21.3,3,"A",1,118,13,"21.7.2020","Tu","01:42:15",3623,23,0.87,209.06,0.87,17.66
"45","GPS",4888,"21.7.2020","Tu","01:43:00",103.7525695,1.3907397,28.2,3,"A",1,110,13,"21.7.2020","Tu","01:43:14",3618,23,1.48,187.43,0.4,10.24
"46","GPS",4888,"21.7.2020","Tu","01:44:01",103.7524575,1.3906363,22.6,3,"A",1,110,9,"21.7.2020","Tu","01:44:11",3615,23,0.53,0,2.13,25.34
"47","GPS",4888,"21.7.2020","Tu","01:45:00",103.7525451,1.3906602,48.8,3,"A",1,104,19,"21.7.2020","Tu","01:45:20",3618,23,0.39,0,1.2,35.07
"48","GPS",4888,"21.7.2020","Tu","01:46:01",103.752581,1.3905851,68.3,3,"A",1,103,28,"21.7.2020","Tu","01:46:29",3609,23,0.31,0,2.2,30.98
"49","GPS",4888,"21.7.2020","Tu","01:47:01",103.7523659,1.3907441,-13,3,"A",1,104,17,"21.7.2020","Tu","01:47:18",3599,23,0.4,0,3.02,36.61
"50","GPS",4888,"21.7.2020","Tu","01:48:00",103.7524621,1.3906395,21.5,3,"A",1,110,16,"21.7.2020","Tu","01:48:16",3608,23,0.71,103.55,0.54,7.42
"51","GPS",4888,"21.7.2020","Tu","01:49:00",103.7519098,1.3907165,14.2,3,"A",1,111,5,"21.7.2020","Tu","01:49:06",3610,23,1.79,256.25,0.65,7.68
"52","GPS",4888,"21.7.2020","Tu","01:50:00",0,0,0,0,"B",1,110,6,"21.7.2020","Tu","01:50:07",3618,23,0,0,300,10000
"53","GPS",4888,"21.7.2020","Tu","01:51:00",103.7509567,1.3909433,23.3,3,"A",1,111,6,"21.7.2020","Tu","01:51:07",3623,24,1.12,114.03,0.22,6.66
"54","GPS",4888,"21.7.2020","Tu","01:52:01",103.7516599,1.390791,18.1,3,"A",1,113,5,"21.7.2020","Tu","01:52:07",3623,24,1.28,115.34,0.38,7.42
"55","GPS",4888,"21.7.2020","Tu","01:53:01",103.7523604,1.3906626,14.2,3,"A",1,112,4,"21.7.2020","Tu","01:53:06",3624,24,0.81,122.55,0.61,8.7
"56","GPS",4888,"21.7.2020","Tu","01:54:01",103.7524656,1.3906745,27.3,3,"A",1,104,10,"21.7.2020","Tu","01:54:12",3625,24,0.09,0,0.83,25.6
"57","GPS",4888,"21.7.2020","Tu","01:55:00",103.7524481,1.3906993,38.3,3,"A",1,103,13,"21.7.2020","Tu","01:55:13",3623,24,0.16,0,0.97,22.02
"58","GPS",4888,"21.7.2020","Tu","01:56:01",103.7524665,1.3907355,34.5,3,"A",1,103,18,"21.7.2020","Tu","01:56:20",3618,24,0.05,0,1.05,27.14
"59","GPS",4888,"21.7.2020","Tu","01:57:00",103.7524607,1.3906441,34.2,3,"A",1,104,13,"21.7.2020","Tu","01:57:14",3613,24,1.18,0,3.31,24.83
"60","GPS",4888,"21.7.2020","Tu","01:58:00",103.7525043,1.3906427,33.9,3,"A",1,104,20,"21.7.2020","Tu","01:58:20",3618,23,0.11,0.66,1.08,22.78
"61","GPS",4888,"21.7.2020","Tu","01:59:00",103.7525034,1.3907113,40.8,3,"A",1,103,13,"21.7.2020","Tu","01:59:14",3612,24,0.24,357.83,2.81,32.51
